区分,子会社コード,子会社名,市場(子),時価総額(子/億円),PBR(子),親会社コード,親会社名,市場(親),時価総額(親/億円),親会社の持株比率(%),比率の種類,基準日,出所,備考
持分法適用など(20〜50%),8425,みずほリース,プライム,3827.4,0.85,8411,みずほフィナンシャルグループ,プライム,205630.6,23.09,所有株式数,2026-03-31,https://edinetdb.jp/company/E05426/shareholders,みずほFGは23.09%で過半に達せず、丸紅が20.00%を保有する共同出資に近い構造。連結子会社ではなく持分法適用関連会社とみられる。EDINET DBの表記は「FY2026」
持分法適用など(20〜50%),1959,クラフティア,プライム,5720.3,1.65,9508,九州電力,プライム,10063.1,22.55,所有株式数,2026-03-31,https://s.kabutan.jp/stocks/1959/stockholders/,九州電力の持分22.55%。連結子会社ではなく持分法適用関連会社／旧・九電工。九州電力の保有は22.55%で過半数未満のため子会社ではなく持分法適用関連会社
持分法適用など(20〜50%),3315,日本コークス工業,プライム,288.1,0.85,5401,日本製鉄,プライム,36322.7,22.55,所有株式数,不明,https://edinetdb.jp/company/E00030/shareholders,"65,628,595株。住友商事も19.43%保有。日本製鉄は50%未満で筆頭株主（その他の関係会社）。出所は有報FY2026データだが具体的な基準日が明記されておらず未確認"
持分法適用など(20〜50%),7259,アイシン,プライム,15577.9,0.74,7203,トヨタ自動車,プライム,358215.5,22.34,所有株式数,2026-03-31,https://www.ullet.com/%E3%82%A2%E3%82%A4%E3%82%B7%E3%83%B3/%E5%A4%A7%E6%A0%AA%E4%B8%BB,"親会社が筆頭株主だが過半数未満。株探(2026-03-31)では21.32%/161,828千株=発行済株式数ベース、ullet22.34%は自己株式を除くベース。豊田自動織機3.2%も保有。https://s.kabutan.jp/stocks/7259/stockholders/"
持分法適用など(20〜50%),6902,デンソー,プライム,48011.7,0.94,7203,トヨタ自動車,プライム,358215.5,22.24,所有株式数,2026-03-31,https://www.denso.com/jp/ja/about-us/investors/stock/overview/,トヨタ単独では22.24%で過半に遠く、デンソーはトヨタの連結子会社ではなく持分法適用関連会社。豊田自動織機5.85%・トヨタ不動産4.94%等を含めたトヨタグループ合計では比率が上がる
持分法適用など(20〜50%),3850,エヌ・ティ・ティ・データ・イントラマート,スタンダード,192.2,3.27,9432,ＮＴＴ,プライム,143662.5,21.75,所有株式数,2026-03-31,https://www.intra-mart.jp/ir/stock.html,"直接の保有者は非上場のNTTデータ（21.75%）。NTTは間接保有／資本関係はあるが「親子」と言えるかは要注意。直接の筆頭株主は(株)NTTデータ(NTTデータグループ9613傘下=NTT9432の間接保有)で1,059,400株21.75%。過半数未満で連結子会社ではなく持分法適用関連会社水準。NTT本体の直接保有は確認できず"
持分法適用など(20〜50%),7282,豊田合成,プライム,6124.6,1.05,7203,トヨタ自動車,プライム,358215.5,21.65,所有株式数,2026-03-31,https://s.kabutan.jp/stocks/7282/stockholders/,トヨタの保有は21.65%で過半数未満（持分法適用関連会社）。連結子会社ではない
持分法適用など(20〜50%),8015,豊田通商,プライム,69979.1,2.7,7203,トヨタ自動車,プライム,358215.5,21.57,所有株式数,2026-03-31,https://s.kabutan.jp/stocks/8015/stockholders/,トヨタの保有は21.57%で過半数未満（持分法適用関連会社）。豊田自動織機も11.12%保有
持分法適用など(20〜50%),7276,小糸製作所,プライム,6809.3,1.11,7203,トヨタ自動車,プライム,358215.5,21.0,所有株式数,2026年,https://www.ullet.com/小糸製作所/大株主,
持分法適用など(20〜50%),8075,神鋼商事,プライム,838.9,0.82,5406,神戸製鋼所,プライム,8181.9,13.32,所有株式数,不明,https://web.fisco.jp/platform/companies/0807500,神戸製鋼所の直接保有13.32%＋退職給付信託21.53%でグループ計約34.9%／神戸製鋼所の直接保有は13.32%。筆頭株主はみずほ信託銀行（退職給付信託神戸製鋼所口）21.53%で、合算すると約34.9%。FISCOは基準日を表示しないため基準日不明。
比率未確認,415A,ＧＭＯ　ＴＥＣＨホールディングス,グロース,86.2,2.42,9449,ＧＭＯインターネットグループ,プライム,3722.5,,不明,不明,,セッションのWeb検索回数上限（200回）に達し新規検索ができず、WebFetchは検索結果に出たURLしか取得できないため情報源に到達できなかった。未確認
比率未確認,3695,ＧＭＯプロダクトプラットフォーム,グロース,72.1,2.91,9449,ＧＭＯインターネットグループ,プライム,3722.5,,不明,不明,https://group.gmo/pdf/news/gmo_news_9710.pdf,株探・IRBANK・バフェット・コード・J-LiC・自社IRサイトがいずれも403等で閲覧できず比率を確認できず。2025-10-01にGMOリサーチ&AIから商号変更。GMOインターネットグループが3695株式の変更報告書(保有減少)を提出との報道あり(数値未確認)
比率未確認,4394,エクスモーション,グロース,41.4,2.48,4284,ソルクシーズ,スタンダード,90.5,,不明,不明,,同上（Web検索上限到達により未確認）

【参考】調査の結果、親子上場に該当しないと判断して除外したもの
区分,子会社コード,子会社名,,,,親会社コード,親会社名,,,,,,,除外理由
除外,3976,シャノン,,,,8001,伊藤忠商事,,,,,,https://www.kabutore.biz/genzaikabuka/okabunushi3976.html,シャノンの親会社はイノベーション（3484/3970）であり伊藤忠商事ではない
除外,3461,パルマ,,,,9502,中部電力,,,,,,https://web.fisco.jp/platform/companies/0346100,中部電力はパルマの大株主上位に不在。筆頭株主はディア・ライフ
除外,3245,ディア・ライフ,,,,9502,中部電力,,,,,,https://www.dear-life.co.jp/ir/stock/,中部電力はディア・ライフの大株主上位に不在。ペア自体が誤り
除外,6807,日本航空電子工業,,,,6701,日本電気,,,,,,https://jpn.nec.com/press/202510/20251030_01.html,NECは2025年10月に保有株の大半を京セラへ譲渡し持株比率0.51%へ
除外,7085,カーブスホールディングス,,,,2157,コシダカホールディングス,,,,,,https://www.ullet.com/%E3%82%AB%E3%83%BC%E3%83%96%E3%82%B9%E3%83%9B%E3%83%BC%E3%83%AB%E3%83%87%E3%82%A3%E3%83%B3%E3%82%B0%E3%82%B9/%E5%A4%A7%E6%A0%AA%E4%B8%BB,2020年のスピンオフ以降、コシダカHDとの資本関係は確認できない
除外,6305,日立建機,,,,6501,日立製作所,,,,,,https://s.kabutan.jp/stocks/6305/stockholders/,日立製作所の持分は18.16%（第2位）。筆頭はHCJIホールディングス25.70%
除外,6955,ＦＤＫ,,,,6702,富士通,,,,,,https://www.ullet.com/%EF%BC%A6%EF%BC%A4%EF%BC%AB/%E5%A4%A7%E6%A0%AA%E4%B8%BB,2025年のTOBで台湾SILITECHが45%を取得し、富士通の持分は17.6%（2026-03-31）に低下
除外,8729,ソニーフィナンシャルグループ,,,,6758,ソニーグループ,,,,,,https://web.fisco.jp/platform/companies/0872900,2025年9月のパーシャル・スピンオフ上場でソニーGの保有は17.39%
除外,1720,東急建設,,,,9005,東急,,,,,,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=9011001040166,東急の持分は14.45%（信託分を含めても約17.8%）で関連会社どまり
除外,9425,ＲｅＹｕｕ　Ｊａｐａｎ,,,,3909,ショーケース,,,,,,https://web.fisco.jp/platform/companies/0942500,2025年3月にショーケースが株式を譲渡し持株比率9.18%へ低下、連結除外
除外,6504,富士電機,,,,5801,古河電気工業,,,,,,https://www.ullet.com/富士電機/大株主,古河電気工業は富士電機の大株主上位に不在（2026-03-31時点の上位5位は信託銀行など）
除外,3064,ＭｏｎｏｔａＲＯ,,,,8053,住友商事,,,,,,https://s.kabutan.jp/stocks/3064/stockholders/,住友商事は大株主上位10位に不在。筆頭株主は米W.W.グレインジャー傘下のGRAINGER GLOBAL HOLDINGS 50.21%で、東証どうしの親子上場には当たらない
除外,8399,琉球銀行,,,,8362,福井銀行,,,,,,https://www.ullet.com/%E7%90%89%E7%90%83%E9%8A%80%E8%A1%8C/%E5%A4%A7%E6%A0%AA%E4%B8%BB,福井銀行は琉球銀行の大株主上位に不在。ペア自体が誤り
除外,5726,大阪チタニウムテクノロジーズ,,,,5713,住友金属鉱山,,,,,,https://s.kabutan.jp/stocks/5726/stockholders/,住友金属鉱山は大阪チタニウムテクノロジーズの大株主上位に不在。ペア自体が誤り
除外,3479,ＴＫＰ,,,,2432,ディー・エヌ・エー,,,,,,https://s.kabutan.jp/stocks/3479/stockholders,ディー・エヌ・エーはTKPの大株主に不在。筆頭株主は非上場のリバーフィールド47.89%
除外,3484,イノベーションホールディングス,,,,8001,伊藤忠商事,,,,,,https://s.kabutan.jp/stocks/3484/stockholders/,イノベーションホールディングス（旧テンポイノベーション）の親会社はクロップス。伊藤忠商事ではない
除外,2497,ユナイテッド,,,,2433,博報堂ＤＹホールディングス,,,,,,https://note.com/united_ir/n/n64f46a5394a9,2025年5月に資本業務提携を解消し、博報堂DYHDは親会社に該当しなくなった
除外,2491,バリューコマース,,,,9984,ソフトバンクグループ,,,,,,https://www.valuecommerce.co.jp/ir/shareholders/,2025年8月にLINEヤフー子会社が保有全株を売却し資本関係は解消
除外,7372,デコルテ・ホールディングス,,,,4495,アイキューブドシステムズ,,,,,,https://www.nihon-ma.co.jp/news/20251112_6071-12/,アイキューブドシステムズの保有を示す公開情報が見つからない。筆頭株主はIBJ
